;ANIMAL;GENDER;AH_W_G;PH_W_G;SHAVINGS_W_G;TOTAL;AH_L;AH_C;AH_STUMP_L;PH_L;PH_C;PH_STUMP_L;CALC_AGE;CALC_ARRIVAL;DH_YEAR;DH_MONTH;DH_QUARTER;W_DIFF;L_DIFF;C_DIFF;B_YEAR;B_MONTH;B_QUARTER;DIM_DEHORN;INT_DEHORN;CALC_PARITY;C_YEAR;C_MONTH;C_QUARTER;N_DEHORNINGS;GR_DAYS;G_TOTAL;G_AH_W;G_AH_L;G_AH_C;G_PH_W;G_PH_L;G_PH_C;DAYSDUE
1191;596;F;915;95;60;1070;170;520;70;55;400;65;2093;786;2014;12;4;820;115;120;2009;3;1;NA;NA;0;NA;NA;NA;1;2093;0,511227903;0,437171524;0,081223125;0,248447205;0,045389393;0,02627807;0,191113235;NA
1192;597;F;889;83;60;1032;175;550;80;35;480;25;2060;719;2014;9;3;806;140;70;2009;2;1;NA;NA;0;NA;NA;NA;1;2060;0,500970874;0,431553398;0,084951456;0,266990291;0,040291262;0,016990291;0,233009709;NA
1193;597;F;1060;80;96;1236;160;580;70;45;520;25;2000;788;2014;12;4;980;115;60;2009;6;2;NA;NA;0;NA;NA;NA;1;2000;0,618;0,53;0,08;0,29;0,04;0,0225;0,26;NA
1194;598;F;870;31;60;961;190;490;60;35;300;25;1698;740;2014;10;4;839;155;190;2010;2;1;NA;NA;0;NA;NA;NA;1;1698;0,565959953;0,512367491;0,111896349;0,288574794;0,018256773;0,020612485;0,176678445;NA
1195;598;F;1280;130;100;1510;115;660;80;45;540;35;NA;736;2014;10;4;1150;70;120;NA;NA;NA;920;NA;1;2012;3;1;1;NA;NA;NA;NA;NA;NA;NA;NA;289
1196;598;M;785;75;30;890;160;470;80;40;380;20;1163;644;2014;7;3;710;120;90;2011;4;2;NA;NA;0;NA;NA;NA;1;1163;0,765262253;0,674978504;0,137575236;0,404127257;0,064488392;0,034393809;0,326741187;NA
1197;599;M;839;144;94;1077;110;380;110;30;300;35;1708;1189;2015;12;4;695;80;80;2011;4;2;NA;545;0;NA;NA;NA;2;545;1,976146789;1,539449541;0,201834862;0,697247706;0,264220183;0,055045872;0,550458716;NA
1198;600;F;1040;223;50;1313;200;490;90;80;440;10;1764;634;2014;7;3;817;120;50;2009;9;3;NA;NA;0;NA;NA;NA;1;1764;0,744331066;0,589569161;0,113378685;0,277777778;0,126417234;0,045351474;0,249433107;NA
1199;600;M;927;76;79;1082;130;590;110;30;500;30;2553;882;2015;3;1;851;100;90;2008;3;1;NA;NA;0;NA;NA;NA;1;2553;0,423815119;0,363102233;0,050920486;0,231100666;0,029768899;0,011750881;0,195848022;NA
1200;601;F;965;251;118;1334;110;660;80;50;540;10;NA;NA;2013;5;2;714;60;120;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
1201;601;M;740;NA;34;774;190;505;50;NA;380;NA;941;672;2014;11;4;NA;NA;125;2012;4;2;NA;NA;0;NA;NA;NA;1;941;0,822529224;0,78639745;0,201912859;0,536663124;NA;NA;0,403825717;NA
1202;602;M;1678;492;168;2338;180;665;100;70;680;30;2687;610;2014;9;3;1186;110;-15;2007;5;2;NA;NA;0;NA;NA;NA;1;2687;0,87011537;0,624488277;0,066989207;0,247487905;0,183103833;0,026051358;0,253070339;NA
1203;602;F;450;22;19;491;160;440;100;40;300;10;831;647;2014;7;3;428;120;140;2012;3;1;NA;NA;0;NA;NA;NA;1;831;0,590854392;0,541516245;0,19253911;0,529482551;0,026474128;0,048134777;0,36101083;NA
1204;603;F;790;105;76;971;125;520;95;40;360;20;1264;1080;2015;9;3;685;85;160;2012;3;1;NA;433;0;NA;NA;NA;2;433;2,242494226;1,82448037;0,288683603;1,200923788;0,242494226;0,092378753;0,831408776;NA
1205;603;M;320;NA;18;338;120;390;35;NA;230;NA;692;136;2015;3;1;NA;NA;160;2013;4;2;NA;NA;0;NA;NA;NA;1;692;0,488439306;0,462427746;0,173410405;0,563583815;NA;NA;0,332369942;NA
1206;604;F;1068;84;47;1199;200;515;90;50;440;20;1223;715;2014;9;3;984;150;75;2011;4;2;NA;NA;0;NA;NA;NA;1;1223;0,980376124;0,873262469;0,163532298;0,421095666;0,068683565;0,040883074;0,359771055;NA
1207;604;F;930;80;60;1070;145;520;75;50;440;20;1551;653;2014;7;3;850;95;80;2010;4;2;NA;NA;0;NA;NA;NA;1;1551;0,689877498;0,599613153;0,093488072;0,335267569;0,051579626;0,032237266;0,283687943;NA
1208;605;F;935;103;76;1114;95;570;90;20;470;35;1984;1086;2015;9;3;832;75;100;2010;4;2;NA;433;0;NA;NA;NA;2;433;2,572748268;2,159353349;0,219399538;1,316397229;0,237875289;0,046189376;1,085450346;NA
1209;605;F;705;115;80;900;85;530;85;30;420;25;1627;1086;2015;9;3;590;55;110;2011;3;1;NA;NA;0;NA;NA;NA;1;1627;0,553165335;0,433312846;0,052243393;0,325752919;0,070682237;0,018438844;0,258143823;NA
1210;606;F;842;56;60;958;190;490;80;50;400;30;1283;742;2014;10;4;786;140;90;2011;3;1;NA;NA;0;NA;NA;NA;1;1283;0,746687451;0,656274357;0,148090413;0,381917381;0,043647701;0,038971161;0,311769291;NA
1211;606;F;307;NA;15;322;95;360;75;NA;210;NA;1174;529;2014;6;2;NA;NA;150;2011;4;2;NA;NA;0;NA;NA;NA;1;1174;0,27427598;0,261499148;0,080919932;0,306643952;NA;NA;0,178875639;NA
1212;607;F;702;29;50;781;110;340;90;30;170;15;1631;986;2015;9;3;673;80;170;2011;4;2;NA;457;0;NA;NA;NA;2;457;1,708971554;1,536105033;0,240700219;0,743982495;0,06345733;0,065645514;0,371991247;NA
1213;607;F;560;32;34;626;120;450;90;30;340;30;1262;715;2014;9;3;528;90;110;2011;3;1;NA;NA;0;NA;NA;NA;1;1262;0,496038035;0,443740095;0,095087163;0,356576862;0,025356577;0,023771791;0,269413629;NA
1214;608;F;817;94;80;991;95;490;75;35;420;15;1633;1086;2015;9;3;723;60;70;2011;3;1;NA;371;0;NA;NA;NA;2;371;2,67115903;2,202156334;0,25606469;1,320754717;0,253369272;0,094339623;1,132075472;NA
1215;608;M;1010;85;60;1155;160;520;80;50;420;10;1348;653;2014;7;3;925;110;100;2010;10;4;NA;NA;0;NA;NA;NA;1;1348;0,856824926;0,74925816;0,118694362;0,385756677;0,06305638;0,037091988;0,3115727;NA
1216;609;M;1391;230;110;1731;130;440;105;40;330;25;1893;1198;2015;12;4;1161;90;110;2010;10;4;NA;545;0;NA;NA;NA;2;545;3,176146789;2,552293578;0,23853211;0,80733945;0,422018349;0,073394495;0,605504587;NA
1217;609;M;770;25;35;830;160;470;90;30;340;20;1129;644;2014;7;3;745;130;130;2011;6;2;NA;NA;0;NA;NA;NA;1;1129;0,735163862;0,682019486;0,141718335;0,416297609;0,02214349;0,026572188;0,301151461;NA
1218;610;M;918;93;109;1120;110;540;90;20;420;30;1562;1077;2015;9;3;825;90;120;2011;6;2;NA;433;0;NA;NA;NA;2;433;2,586605081;2,120092379;0,25404157;1,247113164;0,2147806;0,046189376;0,969976905;NA
1219;610;F;2038;279;97;2414;170;660;80;50;560;30;NA;713;2014;9;3;1759;120;100;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
1220;611;F;1540;119;80;1739;120;620;80;45;580;35;NA;729;2014;10;4;1421;75;40;NA;NA;NA;1487;NA;1;2010;9;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
1221;611;M;879;75;63;1017;140;540;100;30;410;30;1523;697;2014;12;4;804;110;130;2010;10;4;NA;NA;0;NA;NA;NA;1;1523;0,667760998;0,577150361;0,091923835;0,354563362;0,049244911;0,019697965;0,269205515;NA
1222;611;M;897;26;40;963;180;520;60;35;400;25;1487;729;2014;10;4;871;145;120;2010;9;3;NA;NA;0;NA;NA;NA;1;1487;0,647612643;0,603227976;0,121049092;0,349697377;0,017484869;0,023537323;0,268997983;NA
1223;612;M;808;148;106;1062;90;390;110;40;310;20;1943;1185;2015;12;4;660;50;80;2010;9;3;NA;456;0;NA;NA;NA;2;456;2,328947368;1,771929825;0,197368421;0,855263158;0,324561404;0,087719298;0,679824561;NA
1224;613;F;1003;100;84;1187;140;580;80;50;440;20;781;NA;2015;3;1;903;90;140;2013;1;1;NA;NA;0;NA;NA;NA;1;781;1,519846351;1,28425096;0,179257362;0,742637644;0,128040973;0,064020487;0,563380282;NA
1225;613;M;843;42;54;939;220;450;60;20;340;35;778;NA;2015;5;2;801;200;110;2013;4;2;NA;NA;0;NA;NA;NA;1;778;1,206940874;1,083547558;0,28277635;0,57840617;0,053984576;0,025706941;0,437017995;NA
1226;614;M;1421;272;108;1801;130;610;100;40;550;10;3094;615;2014;6;2;1149;90;60;2006;1;1;NA;NA;0;NA;NA;NA;1;3094;0,582094376;0,459276018;0,042016807;0,197155785;0,087912088;0,012928248;0,177763413;NA
1227;614;F;642;235;NA;877;160;400;NA;80;380;NA;1125;488;2014;1;1;407;80;20;2010;12;4;NA;NA;0;NA;NA;NA;1;1125;0,779555556;0,570666667;0,142222222;0,355555556;0,208888889;0,071111111;0,337777778;NA
1228;615;F;782;186;73;1041;90;600;90;45;460;15;NA;528;2014;6;2;596;45;140;NA;NA;NA;1354;NA;1;2010;10;3;1;NA;NA;NA;NA;NA;NA;NA;NA;251
1229;615;F;1579;738;NA;2317;NA;NA;NA;NA;NA;NA;NA;3;2013;1;1;841;NA;NA;NA;NA;NA;3;NA;2;2013;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
1230;616;M;495;NA;26;521;160;410;60;NA;280;NA;768;768;2015;3;1;NA;NA;130;2013;1;1;NA;NA;0;NA;NA;NA;1;768;0,678385417;0,64453125;0,208333333;0,533854167;NA;NA;0,364583333;NA
1231;616;M;1678;458;93;2229;165;660;100;50;660;15;3067;612;2014;6;2;1220;115;0;2006;1;1;NA;NA;0;NA;NA;NA;1;3067;0,726768829;0,547114444;0,0537985;0,215194001;0,149331594;0,016302576;0,215194001;NA
1232;617;M;2098;519;130;2747;190;665;105;50;700;30;2484;719;2014;9;3;1579;140;-35;2007;12;4;NA;NA;0;NA;NA;NA;1;2484;1,105877617;0,844605475;0,076489533;0,267713366;0,208937198;0,020128824;0,281803543;NA
1233;617;F;650;50;50;750;165;510;75;40;440;30;1491;729;2014;10;4;600;125;70;2010;9;3;NA;NA;0;NA;NA;NA;1;1491;0,503018109;0,435949027;0,110663984;0,342052314;0,033534541;0,026827632;0,295103957;NA
1234;618;F;921;152;126;1199;110;550;60;30;490;20;1835;1073;2015;9;3;769;80;60;2010;9;3;NA;344;0;NA;NA;NA;2;344;3,485465116;2,677325581;0,319767442;1,598837209;0,441860465;0,087209302;1,424418605;NA
1235;618;F;1291;376;112;1779;100;670;90;35;540;15;NA;239;2013;5;2;915;65;130;NA;NA;NA;1001;NA;1;2010;9;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
1236;619;F;2113;338;180;2631;160;700;80;50;610;30;NA;1008;2015;7;3;1775;110;90;NA;NA;NA;1770;769;1;2010;9;3;2;769;3,421326398;2,747724317;0,208062419;0,910273082;0,43953186;0,065019506;0,793237971;NA
1237;619;F;2473;660;NA;3133;230;530;NA;70;400;NA;3356;434;2014;4;2;1813;160;130;2005;1;1;NA;NA;0;NA;NA;NA;1;3356;0,933551847;0,736889154;0,068533969;0,157926103;0,196662694;0,020858164;0,119189511;NA
1238;620;F;1390;270;100;1760;170;610;80;50;500;20;NA;662;2014;11;4;1120;120;110;NA;NA;NA;253;NA;1;2014;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
1239;620;M;400;NA;6;406;125;255;85;NA;240;NA;618;NA;2015;11;4;NA;NA;15;2014;2;1;NA;NA;0;NA;NA;NA;1;618;0,656957929;0,647249191;0,202265372;0,412621359;NA;NA;0,388349515;NA
1240;621;F;910;244;75;1229;130;530;90;50;440;30;NA;781;2015;3;1;666;80;90;NA;NA;NA;321;NA;1;2014;4;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
1241;621;F;918;196;86;1200;90;580;90;25;540;25;NA;125;2013;5;2;722;65;40;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;585
1242;622;F;3087;904;NA;3991;200;580;NA;55;440;NA;NA;821;2015;4;2;2183;145;140;NA;NA;NA;111;696;1;2015;1;1;2;696;5,734195402;4,435344828;0,287356322;0,833333333;1,298850575;0,079022989;0,632183908;NA
1243;622;F;300;NA;15;315;135;390;75;NA;210;NA;1050;647;2014;7;3;NA;NA;180;2011;8;3;NA;NA;0;NA;NA;NA;1;1050;0,3;0,285714286;0,128571429;0,371428571;NA;NA;0,2;NA
1244;622;F;775;65;30;870;135;500;75;50;390;10;1654;651;2014;7;3;710;85;110;2009;12;4;NA;NA;0;NA;NA;NA;1;1654;0,525997582;0,468561064;0,081620314;0,302297461;0,03929867;0,030229746;0,235792019;NA
1245;623;F;920;88;106;1114;100;545;90;20;440;20;2087;1084;2015;9;3;832;80;105;2009;12;4;NA;433;0;NA;NA;NA;2;433;2,572748268;2,124711316;0,230946882;1,258660508;0,203233256;0,046189376;1,016166282;NA
1246;624;F;959;394;85;1438;130;550;75;65;470;20;4535;517;2014;6;2;565;65;80;2002;1;1;117;NA;1;2014;2;1;1;4535;0,317089305;0,211466373;0,028665932;0,121278942;0,086879824;0,014332966;0,103638368;NA
1247;624;M;18;NA;NA;18;15;NA;NA;NA;NA;NA;58;NA;2014;4;2;NA;NA;NA;2014;2;1;NA;NA;0;NA;NA;NA;1;58;0,310344828;0,310344828;0,25862069;NA;NA;NA;NA;NA
1248;624;F;746;NA;52;798;60;480;90;NA;NA;NA;4146;128;2013;5;2;NA;NA;NA;2002;1;1;NA;NA;0;NA;NA;NA;1;4146;0,192474674;0,179932465;0,01447178;0,11577424;NA;NA;NA;NA
1249;625;F;1247;NA;82;1329;110;670;100;NA;290;NA;4867;849;2015;5;2;NA;NA;380;2002;1;1;NA;721;0;NA;NA;NA;2;721;1,843273232;1,729542302;0,152565881;0,92926491;NA;NA;0,40221914;NA
